a1_city,a2_province,b3_gender,b4_age,b5_religion,b6_ethnic,b7_education_level,b8_lived_in_urban_area_years,b9_occupation,b10_social_clas,b11_household_member,c12_household_income_monthly_in_million_idr,c13_time_of_income_receipt,c14_household_expenditure_monthly_in_million_idr,c15_%_monthly_expenditure_for_food,d16_health_factor,d17_price_factor,e18_religious_value_in_type_of_food,e19_religious_value_in_eating_places,e20_religious_value_in_consumption_pattern,e21_custom_value_in_type_of_food,e22_custom_value_in_eating_places,e23_custom_value_in_consumption_pattern,24_practice_of_food_consumption_based_on_religious_rules,25_practice_of_food_consumption_based_on_custom_rules,e26_buying_food_product_in_the_right_place_based_on_religious_rules,e27_type_of_dishes_variation_based_on_religious_rules,e28_practice_of_consuming_traditional_food
Denpasar,Bali,Male,39,Islam,Java,Diploma,13,Enterpreneur,Lower Class,6,03:06:00,Daily,03:05:00,67,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,26,Catholic,Other,Diploma,26,Government Employees,Middle Class,6,05:07:00,Weekly,05:06:00,36,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree
Denpasar,Bali,Male,52,Catholic,Other,Senior High School,52,Government Employees,Middle Class,5,06:04:00,Weekly,06:03:00,42,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,37,Catholic,Java,Diploma,21,Government Employees,Lower Class,6,03:04:00,Daily,03:03:00,73,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,32,Catholic,Bali,Master and doctoral degree,32,Government Employees,Middle Class,5,02:09:00,Weekly,02:08:00,41,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree,Disagree
Denpasar,Bali,Female,25,Hindu,Bali,Master and doctoral degree,25,Government Employees,Middle Class,5,05:06:00,Weekly,05:05:00,33,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,31,Hindu,Bali,Senior High School,31,Government Employees,Upper Class,5,11:02:00,Monthly,11:01:00,19,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree
Denpasar,Bali,Female,37,Protestant,Bali,Diploma,37,Government Employees,Lower Class,6,03:07:00,Daily,03:06:00,69,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,52,Protestant,Bali,Senior High School,52,Enterpreneur,Upper Class,6,10:06:00,Monthly,10:05:00,23,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,50,Hindu,Bali,Senior High School,20,Enterpreneur,Upper Class,6,11:02:00,Monthly,11:01:00,25,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,51,Hindu,Bali,Bachelor degree,21,Enterpreneur,Lower Class,6,03:08:00,Daily,03:07:00,57,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Denpasar,Bali,Female,50,Hindu,Bali,Senior High School,20,Enterpreneur,Middle Class,6,06:02:00,Weekly,06:01:00,43,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree
Denpasar,Bali,Female,33,Hindu,Bali,Bachelor degree,33,Enterpreneur,Middle Class,7,05:08:00,Weekly,05:07:00,38,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Denpasar,Bali,Male,58,Hindu,Bali,Senior High School,18,Enterpreneur,Lower Class,6,03:01:00,Daily,03:00:00,61,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,25,Hindu,Bali,Senior High School,25,Independent Worker,Lower Class,6,03:04:00,Daily,03:03:00,58,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,29,Hindu,Bali,Senior High School,29,Independent Worker,Middle Class,6,05:06:00,Weekly,05:05:00,34,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Male,33,Hindu,Bali,Senior High School,13,Independent Worker,Upper Class,6,12:01:00,Monthly,12:00:00,26,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,34,Hindu,Bali,Diploma,34,Independent Worker,Lower Class,6,02:09:00,Daily,02:08:00,57,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,56,Hindu,Bali,Master and doctoral degree,56,Independent Worker,Upper Class,5,10:03:00,Monthly,10:02:00,24,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
Denpasar,Bali,Female,32,Hindu,Bali,Diploma,32,Independent Worker,Upper Class,6,14:02:00,Monthly,14:01:00,27,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,45,Hindu,Bali,Master and doctoral degree,15,Private Employees,Lower Class,5,03:04:00,Daily,03:06:00,67,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Female,31,Hindu,Bali,Senior High School,31,Private Employees,Middle Class,5,06:07:00,Weekly,06:09:00,36,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Denpasar,Bali,Male,41,Protestant,Bali,Diploma,21,Private Employees,Middle Class,6,05:08:00,Weekly,06:00:00,42,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,52,Islam,Java,Master and doctoral degree,52,Private Employees,Lower Class,6,02:03:00,Daily,02:05:00,73,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,51,Islam,Minang,Bachelor degree,51,Government Employees,Middle Class,7,04:09:00,Weekly,05:01:00,41,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,34,Islam,Java,Senior High School,34,Government Employees,Middle Class,5,05:09:00,Weekly,06:01:00,33,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,51,Catholic,Other,Junior High School,11,Enterpreneur,Upper Class,6,11:04:00,Monthly,11:06:00,19,Strongly Agree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree
Denpasar,Bali,Female,39,Islam,Java,Diploma,39,Enterpreneur,Lower Class,6,03:00:00,Daily,03:02:00,69,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,42,Islam,Java,Diploma,42,Enterpreneur,Upper Class,6,15:07:00,Monthly,15:09:00,23,Strongly Agree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree,Disagree
Denpasar,Bali,Female,52,Islam,Java,Diploma,22,Private Employees,Upper Class,6,13:02:00,Monthly,13:04:00,25,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,51,Protestant,Bali,Senior High School,30,Private Employees,Lower Class,5,03:04:00,Daily,03:06:00,58,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,30,Hindu,Bali,Junior High School,21,Private Employees,Middle Class,6,06:08:00,Weekly,07:00:00,44,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,37,Hindu,Bali,Bachelor degree,24,Private Employees,Middle Class,6,04:08:00,Weekly,05:00:00,35,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
Denpasar,Bali,Male,42,Hindu,Bali,Senior High School,22,Private Employees,Lower Class,6,02:09:00,Daily,03:01:00,59,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Denpasar,Bali,Male,26,Hindu,Bali,Diploma,26,Private Employees,Lower Class,6,03:05:00,Daily,03:07:00,65,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree
Denpasar,Bali,Female,37,Hindu,Bali,Bachelor degree,15,Private Employees,Middle Class,6,05:07:00,Weekly,05:09:00,41,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,52,Islam,Java,Senior High School,22,Teacher‎/Lecturer,Upper Class,7,11:03:00,Monthly,11:05:00,26,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,25,Hindu,Bali,Primary School,25,Teacher‎/Lecturer,Lower Class,6,02:07:00,Daily,02:09:00,76,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Male,34,Hindu,Bali,Primary School,34,Government Employees,Upper Class,6,10:01:00,Monthly,10:03:00,22,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,57,Protestant,Bali,Junior High School,23,Government Employees,Upper Class,6,12:05:00,Monthly,12:07:00,18,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,54,Protestant,Other,Senior High School,29,Government Employees,Lower Class,6,03:02:00,Daily,03:04:00,57,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree
Denpasar,Bali,Female,58,Hindu,Bali,Master and doctoral degree,27,Government Employees,Middle Class,6,06:02:00,Weekly,06:04:00,43,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,24,Hindu,Bali,Senior High School,24,Government Employees,Middle Class,5,06:04:00,Weekly,06:06:00,38,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Female,42,Hindu,Bali,Bachelor degree,22,Police Officer‎/Army,Lower Class,6,03:07:00,Daily,03:09:00,61,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree
Denpasar,Bali,Female,55,Catholic,Java,Master and doctoral degree,33,Police Officer‎/Army,Middle Class,5,05:09:00,Weekly,06:01:00,58,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,54,Hindu,Bali,Master and doctoral degree,32,Private Employees,Middle Class,5,06:07:00,Weekly,06:09:00,34,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,28,Islam,Java,Bachelor degree,28,Private Employees,Upper Class,6,10:09:00,Monthly,11:01:00,26,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,34,Protestant,Bali,Senior High School,34,Government Employees,Lower Class,6,03:09:00,Daily,04:01:00,57,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,32,Protestant,Java,Bachelor degree,32,Police Officer‎/Army,Upper Class,7,09:08:00,Monthly,10:00:00,24,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Denpasar,Bali,Female,45,Hindu,Bali,Bachelor degree,25,Private Employees,Upper Class,5,09:06:00,Monthly,09:08:00,27,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,49,Catholic,Java,Diploma,29,Private Employees,Lower Class,6,03:06:00,Daily,03:08:00,67,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Denpasar,Bali,Female,59,Hindu,Bali,Senior High School,32,Private Employees,Middle Class,6,05:07:00,Weekly,05:09:00,36,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
Denpasar,Bali,Male,53,Islam,Minang,Master and doctoral degree,26,Enterpreneur,Middle Class,6,06:04:00,Weekly,06:06:00,42,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,48,Islam,Java,Bachelor degree,23,Enterpreneur,Lower Class,6,03:04:00,Daily,03:06:00,73,Strongly Agree,Disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree
